_inputshopbuymultiple;VÁSÁRLÁS
vanity_avatar_48258_title;Bitorló császár avatár
vanity_avatar_48259_title;Viraxas király avatár
vanity_avatar_48260_title;Eithné: Brokilon haragja avatár
vanity_avatar_48261_title;Nyomorék Harald avatár
vanity_avatar_48263_title;Shupe szereti avatár
vanity_avatar_48264_title;Elszánt vezetés avatár
vanity_avatar_48265_title;Kis Bozontos avatár
vanity_avatar_48266_title;Gonosz Famulus avatár
vanity_avatar_48267_title;Szülinapos leány avatár
vanity_avatar_48268_title;Nyuszi Shupe avatár
vanity_avatar_48269_title;Vörös Pillangók animált avatár
vanity_avatar_48270_title;Sárga Pillangók animált avatár
vanity_avatar_48271_title;Zöld Pillangók animált avatár
vanity_avatar_48272_title;Lila Pillangók animált avatár
vanity_avatar_48273_title;Kék Pillangók animált avatár
vanity_avatar_48274_title;Medika avatár
vanity_avatar_48275_title;Alkimista avatár
vanity_avatar_48276_title;Vaják Triss avatár
vanity_avatar_48277_title;Smaragd róka álarc avatár
vanity_avatar_48278_title;Elbűvölő Triss avatár
vanity_avatar_48279_title;Buborékfej Triss avatár
vanity_avatar_48280_title;Tini Triss avatár
vanity_avatar_48281_title;Tűzrőlpattant Triss avatár
vanity_avatar_48282_title;Temeri Triss avatár
vanity_avatar_48283_title;Sötét Triss avatár
vanity_avatar_48284_title;Triss avatár
vanity_avatar_48285_title;Condwiramurs Tilly avatár
vanity_avatar_48286_title;Renfri melltűje avatár
vanity_avatar_48287_title;Rience avatár
vanity_avatar_48288_title;Fulmar avatár
vanity_avatar_48289_title;Francesca Findabair avatár
vanity_avatar_48290_title;Aelle-i Gerhart avatár
vanity_avatar_48291_title;A Dolgok Ismerője avatár
vanity_avatar_48292_title;A Boszorkányvadász avatár
vanity_avatar_48293_title;Francesca avatár
vanity_avatar_48294_title;A Dolgok Ismerője avatár
vanity_avatar_48295_title;A hatalom ára avatár
vanity_avatar_48296_title;Artaud Terranova avatár
vanity_avatar_48297_title;Melusine avatár
vanity_avatar_48298_title;Simlas Finn aep Dabairr avatár
vanity_avatar_48299_title;Tissaia de Vries avatár
vanity_avatar_48300_title;Véres Űrnő avatár
vanity_avatar_48301_title;A gazfickó avatár
vanity_avatar_48302_title;Melusine avatár
vanity_avatar_48303_title;Leticia Charbonneau avatár
vanity_avatar_48304_title;Vilgefortz: Renegát avatár
vanity_avatar_48305_title;Tengeri varázslónő avatár
vanity_avatar_48306_title;Filavandrel aén Fidháil avatár
vanity_avatar_48307_title;Hatalmas mágus avatár
vanity_avatar_48308_title;A trónus banyája avatár
vanity_avatar_48309_title;A Barom avatár
vanity_avatar_48310_title;Roggeveeni Vilgefortz avatár
vanity_avatar_48311_title;Octavia Hale avatár
vanity_avatar_48312_title;Alissa avatár
vanity_avatar_48313_title;Tissaia avatár
vanity_avatar_48314_title;Lytta Neyd avatár
vanity_avatar_48315_title;Dwimveandra avatár
vanity_avatar_48316_title;Lydia avatár
vanity_avatar_48317_title;Aretuzai tanítvány avatár
vanity_avatar_48318_title;Vak Philippa avatár
vanity_avatar_48319_title;Philippa avatár
vanity_avatar_48320_title;Margarita Laux-Antille avatár
vanity_avatar_48321_title;Anisse avatár
vanity_avatar_48322_title;Keira adeptus avatár
vanity_avatar_48323_title;Leticia Charbonneau avatár
vanity_avatar_48324_title;Sabrina Glevissig avatár
vanity_avatar_48325_title;Aretuzai adeptus avatár
vanity_avatar_48326_title;Aretuza szobra avatár
vanity_avatar_48327_title;Nagyon metál avatár
vanity_avatar_48327_title_cn;Egyszerű vacsora avatár
vanity_avatar_48328_title;Asztrolábium avatár
vanity_avatar_48329_title;Aretuza avatár
vanity_avatar_48330_title;Tűzmágia avatár
vanity_avatar_48331_title;Légmágia avatár
vanity_avatar_48332_title;Lélekmágia avatár
vanity_avatar_48333_title;Vízmágia avatár
vanity_avatar_48334_title;Csillagmágia avatár
vanity_avatar_48335_title;Sírbanya avatár
vanity_avatar_48336_title;Ebek Hercege avatár
vanity_avatar_48337_title;Kotyvasz avatár
vanity_avatar_48338_title;Szöveny avatár
vanity_avatar_48339_title;Sutyor avatár
vanity_avatar_48340_title;Emiel Regis avatár
vanity_avatar_48341_title;Dettlaff van der Eretein avatár
vanity_avatar_48342_title;Félvér Detlaff avatár
vanity_avatar_48343_title;Detlaff, a vámpír avatár
vanity_avatar_48344_title;Álarcos vendég avatár
vanity_avatar_48345_title;Lefejezett Regis avatár
vanity_avatar_48346_title;Pestis doktor avatár
vanity_avatar_48347_title;Regis, a vámpír avatár
vanity_avatar_48348_title;Félvér Regis avatár
vanity_avatar_48349_title;High Vampire Regis avatár
vanity_avatar_48350_title;Az éjszakai gyermekei avatár
vanity_avatar_48351_title;Tündöklő türkiz avatár
vanity_avatar_48352_title;Rideg avatár
vanity_avatar_48353_title;Vörös köd avatár
vanity_avatar_48354_title;Éjközép indigó avatár
vanity_avatar_48355_title;Fejlett taktika avatár
vanity_avatar_48356_title;Kötögető Shupe avatár
vanity_avatar_48357_title;Yule hárpia avatár
vanity_avatar_48358_title;Arany tigris avatár
vanity_avatar_48359_title;Alkonyat penna avatár
vanity_avatar_48360_title;Lila penna avatár
vanity_avatar_48361_title;Bíbor penna avatár
vanity_avatar_48362_title;Arany penna avatár
vanity_avatar_48363_title;Jáde penna avatár
vanity_avatar_48364_title;Ölelések királynője avatár
vanity_avatar_48365_title;Kiskanál avatár
vanity_avatar_48366_title;Kökörcsin avatár
vanity_avatar_48367_title;Dijkstra avatár
vanity_avatar_48368_title;A Bíbor Bosszúálló avatár
vanity_avatar_48369_title;Ifjú dalnok avatár
vanity_avatar_48370_title;Elbűvölő avatár
vanity_avatar_48371_title;Hősszerelmes avatár
vanity_avatar_48372_title;Rascal avatár
vanity_avatar_48373_title;Aranynekker avatár
vanity_avatar_48374_title;Fekete Nap avatár
vanity_avatar_48375_title;Ulula avatár
vanity_avatar_48377_title;Elátkozott varangy avatár
vanity_avatar_48379_title;Napfogyatkozás avatár
vanity_avatar_48380_title;Éjszaka avatár
vanity_avatar_48381_title;Ghúlvadász avatár
vanity_avatar_48382_title;Renfri avatár
vanity_avatar_48383_title;Eltibald avatár
vanity_avatar_48384_title;Arakász behemót avatár
vanity_avatar_48385_title;Shani avatár
vanity_avatar_48386_title;Küklopsz avatár
vanity_avatar_48387_title;Természet mágia avatár
vanity_avatar_48388_title;Ciri 20. évfordulós avatárja
vanity_avatar_48389_title;Regis 20. évfordulós avatárja
vanity_avatar_48390_title;Emhyr 20. évfordulós avatárja
vanity_avatar_48391_title;Saskia 20. évfordulós avatárja
vanity_avatar_48392_title;Cerys 20. évfordulós avatárja
vanity_avatar_48393_title;Adda 20. évfordulós avatárja
vanity_avatar_48394_title;Kalkstein 20. évfordulós avatárja
vanity_avatar_48395_title;Gaunter 20. évfordulós avatárja
vanity_avatar_48396_title;Rarog 20. évfordulós avatárja
vanity_avatar_48397_title;E-sport rajongó avatár
vanity_avatar_48398_title;Arakász avatár
vanity_avatar_48399_title;Árny avatár
vanity_avatar_48400_title;Barbegazi avatár
vanity_avatar_48401_title;Koala avatár
vanity_avatar_48402_title;Macska avatár
vanity_avatar_48403_title;Mantikór avatár
vanity_avatar_48404_title;Koldus rajza Triss-ről avatár
vanity_avatar_48405_title;Koldus rajza Ciriről avatár
vanity_avatar_48406_title;Koldus rajza Vesemirről avatár
vanity_avatar_48407_title;Koldus rajza Geraltról avatár
vanity_avatar_48408_title;Trollololo avatár
vanity_avatar_48409_title;Jégtroll avatár
vanity_avatar_48410_title;Trollasszony avatár
vanity_avatar_48411_title;Katakán vázlat avatár
vanity_avatar_48412_title;Tegan avatár
vanity_avatar_48413_title;Beann'shie avatár
vanity_avatar_48414_title;Anarietta avatár
vanity_avatar_48415_title;Bruksza avatár
vanity_avatar_48416_title;Katakán avatár
vanity_avatar_48417_title;Orianna avatár
vanity_avatar_48418_title;Vivienne avatár
vanity_avatar_48419_title;Boholt avatár
vanity_avatar_48420_title;Föld mágia avatár
vanity_avatar_48421_title;Gyógyító avatár
vanity_avatar_48422_title;Bulira kész adeptus avatár
vanity_avatar_48423_title;Szívtipró avatár
vanity_avatar_48424_title;Ünnepi figura avatár
vanity_avatar_48425_title;Dagon avatár
vanity_avatar_48426_title;Főisten avatár
vanity_avatar_48427_title;Svalblod medve avatár
vanity_avatar_48428_title;Lunar Rabbit Avatar
vanity_avatar_48429_title;Pavetta avatár
vanity_avatar_48430_title;Erlenwald Süne avatár
vanity_avatar_48431_title;Szerető anya avatár
vanity_avatar_48432_title;Duny avatár
vanity_avatar_48433_title;Szerelmes Yennefer avatár
vanity_avatar_48434_title;Szerelmes Geralt avatár
vanity_avatar_48435_title;Elbűvölt Triss avatár
vanity_avatar_48436_title;Elbűvölt Geralt avatár
vanity_avatar_48437_title;Holló avatár
vanity_avatar_48438_title;Hattyú avatár
vanity_avatar_48439_title;Macska medál avatár
vanity_avatar_48447_title;Troll avatár
vanity_avatar_48448_title;Kőgyűjtő avatár
vanity_avatar_48449_title;Shupe, a kereső avatár
vanity_avatar_48450_title;Rabszolgakezelő avatár
vanity_avatar_48451_title;Meve királynő avatár
vanity_avatar_48452_title;Gatyás avatár
vanity_avatar_48453_title;Árnysárkány avatár
vanity_avatar_48454_title;Allveg avatár
vanity_avatar_48455_title;Kíváncsi bagoly avatár
vanity_avatar_48456_title;Katakán avatár
vanity_avatar_48457_title;Vérvízió avatár
vanity_avatar_48458_title;Adda hercegnő avatár
vanity_avatar_48459_title;Striga Adda avatár
vanity_avatar_48460_title;Holdsárkány avatár
vanity_avatar_48461_title;Szomjas leány avatár
vanity_avatar_48462_title;Vérzsivány avatár
vanity_avatar_48463_title;Zavarodott paraszt avatár
vanity_avatar_48464_title;Bájos hölgy avatár
vanity_avatar_48465_title;Enamored úr avatár
vanity_avatar_48466_title;Egészséges tehén Avatar
vanity_avatar_48467_title;Nem túl egészséges tehén avatár
vanity_avatar_48468_title;Lápcsótány avatár
vanity_avatar_48469_title;Alghoul avatár
vanity_avatar_48470_title;Víziboszi avatár
vanity_avatar_48471_title;Vivern avatár
vanity_avatar_48472_title;Cerys avatár
vanity_avatar_48473_title;Eskel avatár
vanity_avatar_48474_title;Vesemir avatár
vanity_avatar_48475_title;Shaelmaar avatár
vanity_avatar_48476_title;Ködárny avatár
vanity_avatar_48477_title;Törp megfigyelő avatár
vanity_avatar_48478_title;Mókamesterek rajongó avatár
vanity_avatar_48479_title;Medvefélő bárd avatár
vanity_avatar_48480_title;Nemes szociopata avatár
vanity_avatar_48481_title;Felföldi őrült avatár
vanity_avatar_48482_title;Vámpír uracska avatár
vanity_avatar_48483_title;Elf varázslónő avatár
vanity_avatar_48484_title;Lelkes tolvaj avatár
vanity_avatar_48485_title;Túlerősített önkéntes avatár
vanity_avatar_48486_title;Riasztott költő avatár
vanity_body_80284_title;Ember fekete köpeny
vanity_body_80285_title;Ember fehér köpeny
vanity_body_80286_title;Ember fekete báli ruha
vanity_body_80287_title;Ember zöld báli ruha
vanity_body_80288_title;Félvér vámpír
vanity_body_80289_title;Félvér véráztatta öltözete
vanity_body_80290_title;Félvér sírjáró
vanity_body_80319_title;Ember vörös köpeny
vanity_border_30116_title;Erdőkerülő keret
vanity_border_30117_title;Csapdaállító keret
vanity_border_30118_title;Elhárító keret
vanity_border_30119_title;Védelmező keret
vanity_border_30126_title;Sárkányfióka keret
vanity_border_30127_title;Vivern keret
vanity_border_30128_title;A Nagy Féreg keret
vanity_border_30129_title;Aranysárkány keret
vanity_border_30136_title;Vad Hajsza kopója keret
vanity_border_30137_title;Vad Hajsza lovasa keret
vanity_border_30138_title;Vad Hajsza parancsnoka keret
vanity_border_30139_title;Vad Hajsza királya keret
vanity_border_30146_title;Farkaskölyök keret
vanity_border_30147_title;Odúvédelmező keret
vanity_border_30148_title;Varg keret
vanity_border_30149_title;Fehér Farkas keret
vanity_border_30156_title;Önkéntes keret
vanity_border_30157_title;Előcsatározó keret
vanity_border_30158_title;Klánfő keret
vanity_border_30159_title;Elöljáró keret
vanity_border_30180;Rezesfejű keret
vanity_border_30180_description;Reward for attaining Rank 10 in rangsorolt játék, Viperák szezonja (Május).
vanity_border_30181;Csörgőkígyó keret
vanity_border_30181_description;Reward for attaining Rank 15 in rangsorolt játék, Viperák szezonja (Május).
vanity_border_30182;Hegyi kígyó keret
vanity_border_30182_description;Reward for attaining Rank 20 in rangsorolt játék, Viperák szezonja (Május).
vanity_border_30183;Vízi mokaszinkígyó keret
vanity_border_30183_description;Reward for completing a Viperák szezonja (Május) with a rangsorolt játék position from 1 to 10,000.
vanity_border_30184;Fekete mamba keret
vanity_border_30184_description;Reward for completing a Viperák szezonja (Május) with a rangsorolt játék position from 1 to 1000.
vanity_border_30185;Kígyóbűvölő keret
vanity_border_30185_description;Reward for completing a Viperák szezonja (Május) with a rangsorolt játék position from 1 to 100.
vanity_border_30186_title;Rezesfejű keret
vanity_border_30187_title;Hegyi kígyó keret
vanity_border_30188_title;Vízi mokaszinkígyó keret
vanity_border_30189_title;Kígyóbűvölő keret
vanity_border_30190;Kuruzsló keret
vanity_border_30190_description;Reward for attaining Rank 10 in rangsorolt játék, A mágia szezonja (Június).
vanity_border_30191;Witch keret
vanity_border_30191_description;Reward for attaining Rank 15 in rangsorolt játék, A mágia szezonja (Június).
vanity_border_30192;Udvari mágus keret
vanity_border_30192_description;Reward for attaining Rank 20 in rangsorolt játék, A mágia szezonja (Június).
vanity_border_30193;A Konklávé mágusa keret
vanity_border_30193_description;Reward for completing A mágia szezonja (Június) with a rangsorolt játék position from 1 to 10,000.
vanity_border_30194;A Páholy varázslónője keret
vanity_border_30194_description;Reward for completing A mágia szezonja (Június) with a rangsorolt játék position from 1 to 1000.
vanity_border_30195;Aen Saevherne keret
vanity_border_30195_description;Reward for completing A mágia szezonja (Június) with a rangsorolt játék position from 1 to 100.
vanity_border_30196_title;Kuruzsló keret
vanity_border_30197_title;Udvari mágus keret
vanity_border_30198_title;A Páholy varázslónője keret
vanity_border_30199_title;Aen Saevherne keret
vanity_border_30200;Hiúz keret
vanity_border_30200_description;Reward for attaining Rank 10 in rangsorolt játék, Macskák szezonja (Október).
vanity_border_30201;Feline Cadet keret
vanity_border_30201_description;Reward for attaining Rank 15 in rangsorolt játék, Macskák szezonja (Október).
vanity_border_30202;Metinnai párduc keret
vanity_border_30202_description;Reward for attaining Rank 20 in rangsorolt játék, Macskák szezonja (Október).
vanity_border_30203;Zerrikán tigris keret
vanity_border_30203_description;Reward for completing a Macskák szezonja (Október) with a rangsorolt játék position from 1 to 10,000.
vanity_border_30204;Nilfgaardi oroszlán keret
vanity_border_30204_description;Reward for completing a Macskák szezonja (Október) with a rangsorolt játék position from 1 to 1000.
vanity_border_30205;Macska nagymester keret
vanity_border_30205_description;Reward for completing a Macskák szezonja (Október) with a rangsorolt játék position from 1 to 100.
vanity_border_30210;Titkos hódoló keret
vanity_border_30210_description;Reward for attaining Rank 10 in rangsorolt játék, A szerelem szezonja (Február).
vanity_border_30211;Szívtipró keret
vanity_border_30211_description;Reward for attaining Rank 15 in rangsorolt játék, A szerelem szezonja (Február).
