_inputshopbuymultiple;BUY
input_cancel_selection_with_no_valid_transaction;Cancel
input_cancel_settings;Cancel
input_cancel_settings_popup;Cancel
input_cancel_simple_popup;Cancel
input_cancel_simple_popup2;NO
input_cancel_taunting;Close
input_cancel_transaction;Cancel
input_card_management_bought_kegs;You have just bought this many kegs: {0}.
input_card_management_bought_kegs_open;Do you want to open one of them now?
input_card_management_bought_kegs_open_desc;Do you want to open a Card Keg now?
input_card_management_bought_kegs_open_title;Open a Keg?
input_card_management_collection_accept;Accept
input_card_management_collection_cancel;Cancel
input_card_management_enter_cvv;Enter CVV: XXX
input_card_management_go_to_purchase_confirmation;BUY
input_card_management_open_pack_accept;Yes
input_card_management_open_pack_cancel;Not Now
input_card_management_open_pack_change_menu_left;Shop
input_card_management_open_pack_change_menu_right;Card Collection
input_card_management_pay;Buy Now
input_card_management_processing_buy_transaction;Processing transaction, please wait...
input_card_management_shop;<b>SHOP</b>
input_card_management_shop_accept;Accept
input_card_management_shop_back_to_previous_panel;BACK
input_card_management_shop_cancel;Cancel
input_card_management_shop_cancel_purchase;NO
input_card_management_shop_card_barrels;CARD KEGS
input_card_management_shop_card_barrels_back;BACK
input_card_management_shop_card_barrels_buy;BUY
input_card_management_shop_card_barrels_tooltip;Each keg contains 5 cards. At least one card will be Rare, Epic or Legendary.
input_card_management_shop_card_reveal;REVEAL YOUR FIRST FOUR CARDS
input_card_management_shop_card_reveal_desc;Reveal each card. Once you've revealed all four, you will be able to choose your fifth card.
input_card_management_shop_change_menu_left;Card Collection
input_card_management_shop_change_menu_open_pack;Keg Opening
input_card_management_shop_change_menu_right;Card Collection
input_card_management_shop_confirm_product_purchase;YES
input_card_management_shop_confirm_purchase;YES
input_card_management_shop_cost;COST
input_card_management_shop_decline_product_purchase;NO
input_card_management_shop_decrease_quantity;Decrease Quantity
input_card_management_shop_gems;Meteorite Powder
input_card_management_shop_gems_tooltip;Meteorite powder lets you transmute cards in your collection to their premium versions.
input_card_management_shop_gems_tooltip_sieja;Meteorite powder lets you transmute cards in your collection to their premium versions. Meteorite powder you purchase will expire after 6 months of real time, so please make sure to spend it within that time frame.
input_card_management_shop_go_to_pack_opening;OPEN KEG
input_card_management_shop_go_to_purchase_panel;Select
input_card_management_shop_increase_quantity;Increase Quantity
input_card_management_shop_legal_info;Information
input_card_management_shop_loading;Processing transaction, please wait...
input_card_management_shop_open_barrel_no;SAVE FOR LATER
input_card_management_shop_open_barrel_pick_one;PICK YOUR FIFTH CARD
input_card_management_shop_open_barrel_pick_one_confirm;CONFIRM YOUR CHOICE
input_card_management_shop_open_barrel_pick_one_confirm_desc;Are you sure you want to keep this card? The other two won't be added to your collection.
input_card_management_shop_open_barrel_pick_one_desc;Choose <b>ONE</b> of the cards below.
input_card_management_shop_open_barrel_summary;YOUR NEW CARDS!
input_card_management_shop_open_barrel_summary_open_next;Do you want to open another Card Keg?
input_card_management_shop_open_barrel_window_desc;Do you want to open a Card Keg?
input_card_management_shop_open_barrel_window_title;Open Keg
input_card_management_shop_open_barrel_yes;YES
input_card_management_shop_other_payments;Change Payment Method
input_card_management_shop_previous_menu;BACK
input_card_management_shop_select_category;Select
input_card_management_shop_select_category_tooltip;Select Category
input_card_management_transaction_complete;Transaction complete.
input_card_pack_buy_multiple_desc;You are about to buy {0} Card Keg(s). Each Keg contains five cards. One is guaranteed to be Rare or better and you will choose this card out of three cards of the same rarity.
input_card_pack_buy_multiple_title;BUY CARD KEGS
input_card_pack_confirm_purchase_desc;You are about to buy {0} Card Keg(s). Each Keg contains five cards. One is guaranteed to be Rare or better and you will choose this card out of three cards of the same rarity.
input_card_pack_confirm_purchase_title;BUY CARD KEGS
input_card_pack_reveal_card;Reveal card
input_card_pack_to_shop;Back to shop
input_card_pollen_carousel_accept;Accept
input_card_pollen_carousel_button_pressed;Placeholder
input_card_pollen_carousel_cancel;Cancel
input_card_pollen_carousel_drag_end;Placeholder
input_card_pollen_carousel_drag_start;Placeholder
input_card_pollen_carousel_drag_update;Placeholder
input_card_pollen_carousel_edit_deck_name;Edit name
input_card_pollen_carousel_mouse_clicked;Accept
input_card_pollen_carousel_mouse_double_clicked;Double-click
input_card_pollen_carousel_mouse_moved;Placeholder
input_card_pollen_carousel_mouse_scroll;Scroll mouse
input_card_pollen_carousel_remove_item;Delete
input_card_pollen_carousel_reveal_all;REVEAL ALL
input_card_pollen_carousel_reveal_card;REVEAL CARD
input_card_pollen_carousel_reveal_mouse_clicked;Reveal card
input_card_pollen_carousel_right_click;Delete
input_card_pollen_carousel_right_drag_end;Placeholder
input_card_pollen_carousel_right_drag_start;Placeholder
input_card_pollen_carousel_right_drag_update;Placeholder
input_card_previw_connected_cards_pad_scroll;Placeholder
input_card_selection_hide_view;Hide cards
input_card_selection_show_view;Show cards
input_carousel_button_pressed;Placeholder
input_carousel_click_on_card;Placeholder
input_carousel_double_click;Placeholder
input_carousel_drag_ended;Placeholder
input_carousel_drag_started;Placeholder
input_carousel_drag_updated;Placeholder
input_carousel_right_drag_ended;Placeholder
input_carousel_right_drag_started;Placeholder
input_carousel_right_drag_updated;Placeholder
input_carousel_scroll;Placeholder
input_carousel_select_card_on_left;Placeholder
input_carousel_select_card_on_right;Placeholder
input_change_leader;Change Ability
input_choose_all;Select All
input_choose_current_card;Select
input_choose_selected;End Selection
input_clear_preview_board;Clear Deck
input_close_choice;Confirm Choice
input_close_choice_click;Choose
input_close_credits;Back
input_close_current_preview;Back
input_close_game_results;Close
input_close_game_results_rewards;Next
input_close_mulligan;Finish Redrawing
input_close_mulligan_click;Click
input_close_replay_window;Placeholder
input_close_reward_screen_preview;Back
input_close_single_card_description;Close Preview
input_collection_accept;Craft
input_collection_cancel;Back
input_collection_card_preview_cancel;Placeholder
input_collection_card_preview_craft;Craft
input_collection_card_preview_mill;Mill
input_collection_card_preview_undo;Placeholder
input_collection_card_preview_upgrade;Transmute
input_collection_card_upgrade_premium;Upgrade to premium
input_collection_change_faction_accept;Placeholder
input_collection_change_faction_cancel;Placeholder
input_collection_close_filters;Close filters
input_collection_craft_accept;Placeholder
input_collection_craft_cancel;Placeholder
input_collection_is_scrolled_by_wheel;Placeholder
input_collection_mill_spares;Mill Spare Cards
input_collection_open_card_preview;Crafting / Preview
input_collection_open_change_faction;Change faction
input_collection_open_filters;Filters
input_collection_preview_is_scrolled_by_wheel;Placeholder
input_collection_reset_filters;Reset filters
input_collection_scroll_by_stick;Placeholder
input_collection_scroll_mouse_move;Placeholder
input_collection_toggle_filter;Toggle filter
input_combat_introduction_back;Back
input_combat_introduction_continue;Start Battle
input_console_backspace;Placeholder
input_console_clear;Placeholder
input_console_close;Placeholder
input_console_move_carret;Placeholder
input_console_navigate_history;Placeholder
input_console_open;Placeholder
input_console_open_close;Placeholder
input_console_open_keyboard;Placeholder
input_console_scroll;Placeholder
input_console_send_command;Placeholder
input_console_spacebar;Placeholder
input_console_suggest_command;Placeholder
input_content_dragging_start;Placeholder
input_content_dragging_stop;Placeholder
input_content_scrolled_by_wheel;Placeholder
input_continue;Continue
input_continue_gain_10energy;N/A
input_continue_gain_20energy;N/A
input_continue_gain_80energy;N/A
input_continue_loading;Continue
input_continue_lose_10energy;N/A
input_continue_lose_20energy;N/A
input_create_deck;Create Deck
input_credits_back;Back
input_credits_exit;Close
input_credits_forward;Forward
input_credits_pause;Pause
input_crossplay_cancel;Cancel
input_crossplay_continue;Continue
input_crossplay_toggle;Toggle Ranked
input_deck_builder_jump;Jump sections
input_deck_builder_quit;Exit
input_deck_create_select_leader;Select
input_deck_editing_confirmation_accept;Save
input_deck_editing_confirmation_cancel;Go Back
input_deck_editing_confirmation_edit_deck_name;Edit name
input_deck_editing_confirmation_quit_without_save;Quit without saving
input_deck_editing_edit_name;Edit name
input_deck_editing_transaction_drag_end;Placeholder
input_deck_editing_transaction_drag_update;Placeholder
input_deck_editor_close_filters;Close Filters
input_deck_editor_collection_scroll_by_stick;Placeholder
input_deck_editor_open_filters;Filters
input_deck_editor_reset_filters;Reset filters
input_deck_editor_toggle_filter;Toggle filter
input_deck_options;Options
input_delete_deck;Delete
input_dialog_accept;Accept
input_dialog_continue;Continue
input_discard;Throw Away
input_display_card_details;Display details
input_dont_choose_current_card;Deselect
input_edit_deck;Edit Deck
input_end_draging_collection;Placeholder
input_end_return_card_to_collection_card_drag;Placeholder
input_exit_shop;Back
input_exit_swap;Toggle View
input_exploration_cancel;Placeholder
input_exploration_dialog_menu_down;Down
input_exploration_dialog_menu_up;Up
input_exploration_enter_deck_building;Enter deck building
input_exploration_interact;Interact
input_exploration_leave;Leave
input_exploration_navigate_down;Down
input_exploration_navigate_left;Left
input_exploration_navigate_left_right_stop;Placeholder
input_exploration_navigate_right;Right
input_exploration_navigate_up;Up
input_exploration_navigate_up_down_stop;Placeholder
input_exploration_navigation_mouse_click;Placeholder
input_exploration_navigation_mouse_press;Placeholder
input_exploration_navigation_mouse_press_end;Placeholder
input_exploration_special_action;Placeholder
input_free_camera_center;Placeholder
input_free_camera_change_camera;Placeholder
input_free_camera_change_color;Placeholder
input_free_camera_change_shader;Placeholder
input_free_camera_change_speed;Placeholder
input_free_camera_close;Placeholder
input_free_camera_get_info;Placeholder
input_free_camera_navigate;Placeholder
input_free_camera_rotate;Placeholder
input_game_over_back_to_menu;Back
input_game_over_load_save;Placeholder
input_gems_buy_multiple_desc;Meteorite powder lets you transmute cards you own to their premium versions. Premium versions of cards include animations and extra audio-visual effects.
input_gems_buy_multiple_desc_sieja;Meteorite powder lets you transmute cards you own to their premium versions. Premium versions of cards include animations and extra audio-visual effects. Meteorite powder you purchase will expire after 6 months of real time, so please make sure to spend it within that time frame.
